hos_log_id,driver_id,trip_id,duty_status,start_time,end_time,start_latitude,start_longitude,start_odometer,driving_hours_used,duty_hours_used,cycle_hours_used,driving_hours_remaining,duty_hours_remaining
3088521b-cdfe-47be-b04b-e49899ff17c6,bc2d3db5-fc71-45a9-8a20-9a0d38c9a903,,sleeper_berth,2026-02-10T15:00:54.083204Z,2026-02-10T22:47:35.886949Z,30.2368,-81.419,405672,3.03,3.03,44.33,7.97,10.97
506bf422-621f-4b6c-a3b8-eadf6c86c308,ea3acf71-4afa-4c26-a6cf-322f048b37d3,,off_duty,2026-02-08T15:00:00Z,2026-02-09T00:09:31.458778Z,36.0212,-86.9814,189121,0.0,0.0,32.01,11.0,14.0
6c72e21c-a75a-4997-92bf-efc6459f243c,ea3acf71-4afa-4c26-a6cf-322f048b37d3,,on_duty_not_driving,2026-02-09T00:09:31.458778Z,2026-02-09T01:05:57.892663Z,38.7276,-94.8199,523804,0.0,0.94,32.95,11.0,13.06
faef67aa-4228-423b-aa6b-356722a1126b,ea3acf71-4afa-4c26-a6cf-322f048b37d3,,on_duty_not_driving,2026-02-09T01:05:57.892663Z,2026-02-09T03:01:11.278916Z,47.4418,-122.7428,286270,0.0,2.86,34.87,11.0,11.14
0afcfdc2-5caf-41f1-8f1b-d4ba33bfb7ea,ea3acf71-4afa-4c26-a6cf-322f048b37d3,,on_duty_not_driving,2026-02-09T03:01:11.278916Z,2026-02-09T04:38:10.012534Z,29.6809,-94.983,294868,0.0,4.48,36.49,11.0,9.52
4c9c121d-1591-4af9-94c7-6ae313743cd5,ea3acf71-4afa-4c26-a6cf-322f048b37d3,,sleeper_berth,2026-02-09T04:38:10.012534Z,2026-02-09T13:23:34.176042Z,39.4509,-94.6081,554239,0.0,4.48,36.49,11.0,9.52
fdf81102-0824-4d3e-87f1-5a41bc0740bf,ea3acf71-4afa-4c26-a6cf-322f048b37d3,7568e6de-d656-4eba-bb96-b9f4304911e9,driving,2026-02-09T13:23:34.176042Z,2026-02-09T16:18:34.148612Z,39.7397,-104.6228,300104,2.92,7.39,39.4,8.08,6.61
41319a12-b73d-43cc-bacb-90bf3d0cc753,ea3acf71-4afa-4c26-a6cf-322f048b37d3,,sleeper_berth,2026-02-09T16:18:34.148612Z,2026-02-10T00:32:55.706955Z,41.115,-112.2536,205013,2.92,7.39,39.4,8.08,6.61
108f502a-3571-4f0e-9ac5-0ab5af7d6644,63bd5525-9a68-4494-8d0a-584779f269f8,,off_duty,2026-02-08T17:00:00Z,2026-02-08T19:17:20.462535Z,40.9765,-111.6121,355632,0.0,0.0,34.32,11.0,14.0
23904c69-4083-4963-833d-5b47215bed6c,63bd5525-9a68-4494-8d0a-584779f269f8,,sleeper_berth,2026-02-08T19:17:20.462535Z,2026-02-09T04:10:55.616475Z,32.5901,-97.239,337006,0.0,0.0,34.32,11.0,14.0
4ac05829-0085-4a86-9c22-cc19796fadc6,63bd5525-9a68-4494-8d0a-584779f269f8,,sleeper_berth,2026-02-09T04:10:55.616475Z,2026-02-09T11:48:36.946053Z,33.117,-111.8095,356679,0.0,0.0,34.32,11.0,14.0
41f4d262-14d9-43f1-8408-ddb4f52ea062,63bd5525-9a68-4494-8d0a-584779f269f8,d7372143-0565-4c69-856a-591089e0a2b8,driving,2026-02-09T11:48:36.946053Z,2026-02-09T13:41:54.530395Z,30.4657,-81.7523,350295,1.89,1.89,36.21,9.11,12.11
d3ab586c-b12d-423a-9b5a-08453243a0e5,63bd5525-9a68-4494-8d0a-584779f269f8,,off_duty,2026-02-09T13:41:54.530395Z,2026-02-09T14:44:25.810453Z,33.6419,-118.382,107380,1.89,1.89,36.21,9.11,12.11
ac03a731-2387-49fb-a73f-9b95bee191ea,63bd5525-9a68-4494-8d0a-584779f269f8,,sleeper_berth,2026-02-09T14:44:25.810453Z,2026-02-10T00:00:39.766023Z,33.6331,-118.0784,428564,1.89,1.89,36.21,9.11,12.11
5684bba9-a9c6-4c3f-91c5-b28bb7175847,63bd5525-9a68-4494-8d0a-584779f269f8,,on_duty_not_driving,2026-02-10T00:00:39.766023Z,2026-02-10T00:51:01.600864Z,47.4505,-122.7032,301090,1.89,2.73,37.05,9.11,11.27
d3a54f67-2ccd-4704-be03-e2875f6fe736,63bd5525-9a68-4494-8d0a-584779f269f8,,sleeper_berth,2026-02-10T00:51:01.600864Z,2026-02-10T08:21:05.418886Z,40.3065,-111.4425,339036,1.89,2.73,37.05,9.11,11.27
0beb078a-dc0b-453d-82c1-a90db106240d,63bd5525-9a68-4494-8d0a-584779f269f8,,sleeper_berth,2026-02-10T08:21:05.418886Z,2026-02-10T16:39:09.003370Z,36.6582,-86.9389,572584,1.89,2.73,37.05,9.11,11.27
b2d3b45b-dd95-4a7f-8af2-f187e285c2e7,63bd5525-9a68-4494-8d0a-584779f269f8,,off_duty,2026-02-10T16:39:09.003370Z,2026-02-10T20:53:08.732088Z,39.4041,-104.5834,525726,1.89,2.73,37.05,9.11,11.27
123535ca-32e9-41a7-89b6-55feffd991cd,d1ab7986-e120-4731-8490-d0c22e4203b6,,on_duty_not_driving,2026-02-08T18:00:00Z,2026-02-08T18:49:00.427237Z,33.8387,-84.719,292199,0.0,0.82,21.49,11.0,13.18
9deb5364-1605-4200-86c8-f33fef6668d4,d1ab7986-e120-4731-8490-d0c22e4203b6,,driving,2026-02-08T18:49:00.427237Z,2026-02-08T21:26:32.505510Z,35.9185,-86.7469,125473,2.63,3.44,24.11,8.37,10.56
1fc1babd-e32a-489f-8911-d55e7896a475,d1ab7986-e120-4731-8490-d0c22e4203b6,,driving,2026-02-08T21:26:32.505510Z,2026-02-09T00:55:41.780601Z,36.4988,-87.2334,160707,6.11,6.93,27.6,4.89,7.07
81bbcd08-d573-44cf-be6a-8fd0835e08d0,d1ab7986-e120-4731-8490-d0c22e4203b6,,off_duty,2026-02-09T00:55:41.780601Z,2026-02-09T05:55:37.563563Z,41.9254,-87.6554,180282,6.11,6.93,27.6,4.89,7.07
99f8da6f-4342-4cba-b5e3-7700bd2646ba,d1ab7986-e120-4731-8490-d0c22e4203b6,,on_duty_not_driving,2026-02-09T05:55:37.563563Z,2026-02-09T07:28:11.600521Z,35.672,-86.8607,152942,6.11,8.47,29.14,4.89,5.53
e02f71bf-89f8-4143-b5f7-ff3a5c600503,d1ab7986-e120-4731-8490-d0c22e4203b6,,sleeper_berth,2026-02-09T07:28:11.600521Z,2026-02-09T16:20:17.816510Z,40.3729,-73.8417,155005,6.11,8.47,29.14,4.89,5.53
f2b808d0-2c75-4e91-b6a0-50e15e3f0cf6,d1ab7986-e120-4731-8490-d0c22e4203b6,,driving,2026-02-09T16:20:17.816510Z,2026-02-09T18:41:11.049606Z,33.0547,-112.3754,204726,8.46,10.82,31.49,2.54,3.18
d2e86e9e-d916-4670-a8ed-a67f9a009d56,4c1835eb-d12e-425f-a9b1-cb6a2091152b,,sleeper_berth,2026-02-08T16:00:00Z,2026-02-09T01:06:37.116903Z,29.4208,-95.3217,577289,0.0,0.0,49.1,11.0,14.0
7a3a0e15-87ca-4e3e-996e-a2c58bc1b128,4c1835eb-d12e-425f-a9b1-cb6a2091152b,,on_duty_not_driving,2026-02-09T01:06:37.116903Z,2026-02-09T02:38:33.418046Z,38.9303,-95.0759,452129,0.0,1.53,50.63,11.0,12.47
ca48d5f0-187f-489c-8aaa-3bc54e98a988,4c1835eb-d12e-425f-a9b1-cb6a2091152b,2ef28fd7-af6e-4cd7-afc5-3c5db3f3ec24,driving,2026-02-09T02:38:33.418046Z,2026-02-09T06:51:47.722524Z,40.835,-111.8969,597783,4.22,5.75,54.86,6.78,8.25
87b3f6f8-1485-4093-904c-58654be827f6,4c1835eb-d12e-425f-a9b1-cb6a2091152b,2ef28fd7-af6e-4cd7-afc5-3c5db3f3ec24,driving,2026-02-09T06:51:47.722524Z,2026-02-09T10:42:06.605728Z,42.1017,-88.0285,234161,8.06,9.59,58.69,2.94,4.41
e7c36f22-6d0a-4503-b308-c8b8fa835eca,4c1835eb-d12e-425f-a9b1-cb6a2091152b,,on_duty_not_driving,2026-02-09T10:42:06.605728Z,2026-02-09T11:53:13.062396Z,29.5245,-95.8197,526339,8.06,10.78,59.88,2.94,3.22
2fefa0b1-6b0e-4c98-b36c-aa485ab870a4,4c1835eb-d12e-425f-a9b1-cb6a2091152b,,on_duty_not_driving,2026-02-09T11:53:13.062396Z,2026-02-09T13:41:53.420821Z,40.5514,-111.5894,263948,8.06,12.59,61.69,2.94,1.41
2197dee4-5448-4cf9-aa7e-edc92a3c8ebd,4c1835eb-d12e-425f-a9b1-cb6a2091152b,,off_duty,2026-02-09T13:41:53.420821Z,2026-02-09T21:20:42.123165Z,42.2293,-87.2395,105071,8.06,12.59,61.69,2.94,1.41
0a46fda2-b84c-4576-98de-c597e13e1fe3,7357484f-322b-4b5a-b8ff-2b079646cfb0,,sleeper_berth,2026-02-08T14:00:00Z,2026-02-08T22:04:21.295966Z,39.5548,-94.8103,484338,0.0,0.0,43.22,11.0,14.0
9eaa7701-4b97-48e3-829b-0dddbb0148be,7357484f-322b-4b5a-b8ff-2b079646cfb0,,driving,2026-02-08T22:04:21.295966Z,2026-02-09T00:41:25.615221Z,39.4513,-86.2573,339357,2.62,2.62,45.84,8.38,11.38
ed901df1-80de-49b1-8f82-9b9fc5b9060e,7357484f-322b-4b5a-b8ff-2b079646cfb0,,sleeper_berth,2026-02-09T00:41:25.615221Z,2026-02-09T10:11:51.265351Z,41.0864,-73.8725,440182,2.62,2.62,45.84,8.38,11.38
05419602-d6d1-496e-97ce-2d0bf2464ade,7357484f-322b-4b5a-b8ff-2b079646cfb0,,on_duty_not_driving,2026-02-09T10:11:51.265351Z,2026-02-09T10:52:01.770755Z,40.9621,-73.6908,542682,2.62,3.29,46.5,8.38,10.71
84414336-dd7f-41e7-90c2-86dfd025d51f,7357484f-322b-4b5a-b8ff-2b079646cfb0,,on_duty_not_driving,2026-02-09T10:52:01.770755Z,2026-02-09T11:31:21.821526Z,47.697,-122.0298,455673,2.62,3.94,47.16,8.38,10.06
0167a099-3e41-4394-9a5d-02476a67dcdd,7357484f-322b-4b5a-b8ff-2b079646cfb0,,off_duty,2026-02-09T11:31:21.821526Z,2026-02-09T14:09:14.663687Z,30.6114,-81.5443,552238,2.62,3.94,47.16,8.38,10.06
e2394483-1af4-4ba5-9ea4-1396ca51362f,7357484f-322b-4b5a-b8ff-2b079646cfb0,,on_duty_not_driving,2026-02-09T14:09:14.663687Z,2026-02-09T15:22:43.293831Z,38.7126,-94.6673,124102,2.62,5.17,48.39,8.38,8.83
0c22613f-082e-4f97-885c-f4ba4b42e71c,6e98b63f-0cf6-4d57-94e3-c3cb2510e638,,driving,2026-02-08T13:00:00Z,2026-02-08T16:36:49.336306Z,36.1875,-86.538,479465,3.61,3.61,32.77,7.39,10.39
7af1bca5-503a-4ae0-855b-2e74b222afb6,6e98b63f-0cf6-4d57-94e3-c3cb2510e638,,on_duty_not_driving,2026-02-08T16:36:49.336306Z,2026-02-08T18:34:49.972317Z,36.5358,-86.7625,460836,3.61,5.58,34.74,7.39,8.42
4d5e6637-22fe-4507-b571-b0670ee352f8,6e98b63f-0cf6-4d57-94e3-c3cb2510e638,,driving,2026-02-08T18:34:49.972317Z,2026-02-08T21:22:44.729714Z,40.4843,-74.3267,454573,6.41,8.38,37.54,4.59,5.62
78d35927-ae51-41ed-960f-dc7a4e5d0713,6e98b63f-0cf6-4d57-94e3-c3cb2510e638,,off_duty,2026-02-08T21:22:44.729714Z,2026-02-08T23:43:01.133967Z,40.8191,-111.4032,128608,6.41,8.38,37.54,4.59,5.62
45039b73-1a2b-4c97-b899-0fc379305ad3,6e98b63f-0cf6-4d57-94e3-c3cb2510e638,,driving,2026-02-08T23:43:01.133967Z,2026-02-09T03:08:49.840106Z,32.7823,-96.8277,359960,9.84,11.81,40.97,1.16,2.19
1e8855ef-d1c4-428e-8e7a-acb1228d7c91,6e98b63f-0cf6-4d57-94e3-c3cb2510e638,,on_duty_not_driving,2026-02-09T03:08:49.840106Z,2026-02-09T03:45:34.112415Z,38.9203,-94.7477,245834,9.84,12.42,41.58,1.16,1.58
a32ec634-8412-4e32-b21e-43b38c7bec25,6e98b63f-0cf6-4d57-94e3-c3cb2510e638,,driving,2026-02-09T03:45:34.112415Z,2026-02-09T06:46:48.949203Z,34.0858,-118.3518,223207,12.86,15.44,44.6,0,0
402d9153-cc91-4026-bca8-aba5330d8a2f,6e98b63f-0cf6-4d57-94e3-c3cb2510e638,,driving,2026-02-09T06:46:48.949203Z,2026-02-09T09:39:27.170826Z,33.5214,-112.486,361334,15.74,18.32,47.48,0,0
7a2dcd7b-2376-4340-a47d-74b524bdfd1e,98e29d5f-9b28-4fcc-897c-1d0ea4bb804d,f526c9aa-437f-432c-94a4-f637b82d48bf,driving,2026-02-08T19:00:00Z,2026-02-08T20:48:28.547872Z,29.868,-81.6066,533014,1.81,1.81,32.87,9.19,12.19
86580abc-d995-4890-9313-cd55de186b1c,98e29d5f-9b28-4fcc-897c-1d0ea4bb804d,f526c9aa-437f-432c-94a4-f637b82d48bf,driving,2026-02-08T20:48:28.547872Z,2026-02-09T00:40:59.807352Z,35.287,-89.6589,394824,5.68,5.68,36.75,5.32,8.32
351e8e9e-73af-45fc-a99a-e9aded24530c,98e29d5f-9b28-4fcc-897c-1d0ea4bb804d,,on_duty_not_driving,2026-02-09T00:40:59.807352Z,2026-02-09T02:09:54.625663Z,39.5501,-94.7153,128455,5.68,7.17,38.23,5.32,6.83
69fd3bd2-7655-4dde-925c-0fee6f8a1f3e,98e29d5f-9b28-4fcc-897c-1d0ea4bb804d,,on_duty_not_driving,2026-02-09T02:09:54.625663Z,2026-02-09T03:55:53.939837Z,39.8286,-86.0383,348058,5.68,8.93,39.99,5.32,5.07
f09d1b5b-292f-4c91-ae66-28fdc66a41de,98e29d5f-9b28-4fcc-897c-1d0ea4bb804d,,sleeper_berth,2026-02-09T03:55:53.939837Z,2026-02-09T13:04:45.805640Z,41.4755,-87.4709,101151,5.68,8.93,39.99,5.32,5.07
96b3c31f-08d7-4c00-8aa7-a0b6e30a8f44,98e29d5f-9b28-4fcc-897c-1d0ea4bb804d,,sleeper_berth,2026-02-09T13:04:45.805640Z,2026-02-09T21:08:41.306609Z,36.6271,-86.9896,373670,5.68,8.93,39.99,5.32,5.07
6fb58c52-575c-4e27-8afd-8637ffa077c9,98e29d5f-9b28-4fcc-897c-1d0ea4bb804d,,sleeper_berth,2026-02-09T21:08:41.306609Z,2026-02-10T06:15:03.943984Z,34.1459,-84.3956,530880,5.68,8.93,39.99,5.32,5.07
d5273a68-ec4b-45cd-b78b-967e4b5d8d37,98e29d5f-9b28-4fcc-897c-1d0ea4bb804d,,off_duty,2026-02-10T06:15:03.943984Z,2026-02-10T08:12:49.496763Z,34.8454,-90.4283,546795,5.68,8.93,39.99,5.32,5.07
224b0d78-8e1d-45e5-9583-eb85572d1add,98e29d5f-9b28-4fcc-897c-1d0ea4bb804d,,off_duty,2026-02-10T08:12:49.496763Z,2026-02-10T11:09:14.596705Z,41.0422,-111.6742,156500,5.68,8.93,39.99,5.32,5.07
1642f9a4-7749-4165-a3fa-e769b2f248f9,3c590c83-bca5-46f4-a42d-930866250f50,4dc67aab-2904-4cc7-9df8-b73e7345bc05,driving,2026-02-08T18:00:00Z,2026-02-08T21:48:59.167875Z,39.0571,-94.4893,364344,3.82,3.82,25.44,7.18,10.18
19975e63-dc60-4b9c-b8ba-c55726fa88cc,3c590c83-bca5-46f4-a42d-930866250f50,,on_duty_not_driving,2026-02-08T21:48:59.167875Z,2026-02-08T23:45:43.983558Z,33.7794,-84.8394,590370,3.82,5.76,27.39,7.18,8.24
b53e314c-3fd1-40dd-954e-74700dcd815e,3c590c83-bca5-46f4-a42d-930866250f50,,off_duty,2026-02-08T23:45:43.983558Z,2026-02-09T08:18:41.625544Z,39.5241,-94.2975,577197,3.82,5.76,27.39,7.18,8.24
cbcd3c59-26aa-478c-94fc-dec72cc7a5a0,3c590c83-bca5-46f4-a42d-930866250f50,,on_duty_not_driving,2026-02-09T08:18:41.625544Z,2026-02-09T09:50:57.441192Z,33.0072,-97.1686,303112,3.82,7.3,28.93,7.18,6.7
258dea2a-712d-453b-84ef-de9095d03d0c,3c590c83-bca5-46f4-a42d-930866250f50,,sleeper_berth,2026-02-09T09:50:57.441192Z,2026-02-09T18:21:41.830481Z,30.2509,-81.5467,463077,3.82,7.3,28.93,7.18,6.7
9165e769-a672-4b77-99b5-7a2d453c5a03,3c590c83-bca5-46f4-a42d-930866250f50,,on_duty_not_driving,2026-02-09T18:21:41.830481Z,2026-02-09T19:16:19.248233Z,40.2389,-86.2053,169925,3.82,8.21,29.84,7.18,5.79
e5804467-23af-496d-85a7-52160cacd901,3c590c83-bca5-46f4-a42d-930866250f50,,on_duty_not_driving,2026-02-09T19:16:19.248233Z,2026-02-09T20:23:28.073786Z,41.1221,-74.1601,542013,3.82,9.33,30.96,7.18,4.67
680f2898-9792-4825-bccc-bca4a9cec6d7,3c590c83-bca5-46f4-a42d-930866250f50,,sleeper_berth,2026-02-09T20:23:28.073786Z,2026-02-10T05:31:36.316835Z,47.6598,-122.6148,209949,3.82,9.33,30.96,7.18,4.67
34b725ef-6b62-4878-a67c-74c0068caf2e,3c590c83-bca5-46f4-a42d-930866250f50,,sleeper_berth,2026-02-10T05:31:36.316835Z,2026-02-10T14:35:11.718846Z,47.7786,-121.8508,440832,3.82,9.33,30.96,7.18,4.67
81f77b92-4b6a-444a-9d32-04e6fd06166a,3c590c83-bca5-46f4-a42d-930866250f50,,on_duty_not_driving,2026-02-10T14:35:11.718846Z,2026-02-10T15:50:32.743417Z,40.8726,-73.962,498865,3.82,10.59,32.21,7.18,3.41
85309c02-e6ed-4dd0-9d9b-6647ec550016,38ec0472-f3c6-4166-a245-c09c228fd65b,,off_duty,2026-02-08T17:00:00Z,2026-02-09T00:04:05.488931Z,47.9476,-122.5462,544229,0.0,0.0,39.68,11.0,14.0
481b0ea2-4535-48f9-a0d9-6ebd0e98a46f,38ec0472-f3c6-4166-a245-c09c228fd65b,,off_duty,2026-02-09T00:04:05.488931Z,2026-02-09T08:20:34.563781Z,33.549,-118.3742,127821,0.0,0.0,39.68,11.0,14.0
edf5b779-cc16-4705-84cb-7bf4ed48e39a,38ec0472-f3c6-4166-a245-c09c228fd65b,19c65082-5c66-4c95-940e-c73bdbeb05a7,driving,2026-02-09T08:20:34.563781Z,2026-02-09T10:26:33.509887Z,33.7339,-111.5905,458293,2.1,2.1,41.78,8.9,11.9
9a105fdf-d28f-477c-be27-cc2736897a8e,38ec0472-f3c6-4166-a245-c09c228fd65b,,sleeper_berth,2026-02-09T10:26:33.509887Z,2026-02-09T17:52:54.936501Z,33.9396,-84.5929,495100,2.1,2.1,41.78,8.9,11.9
04350ac5-e259-486b-b2a7-73b792a2a94c,38ec0472-f3c6-4166-a245-c09c228fd65b,19c65082-5c66-4c95-940e-c73bdbeb05a7,driving,2026-02-09T17:52:54.936501Z,2026-02-09T20:27:28.706824Z,38.7022,-94.2106,487707,4.68,4.68,44.36,6.32,9.32
