maintenance_event_id,truck_id,terminal_id,maintenance_type,status,scheduled_date,completed_date,odometer_at_service,cost_usd,technician_notes
f906874f-1dc7-4926-b441-28d69eea6ec6,439c0de9-599c-4602-adce-f79d3db5ffdb,24dd1bd1-f1fc-4307-a497-01a617600cb1,brake_inspection,completed,2025-09-01,2025-09-04,379314,380.61,Routine service completed without issues.
464354f0-4139-42ca-a628-002045e4f5db,22c8c050-b5d1-4e65-8709-2569ce08b159,932b0a9f-c131-45a8-834f-082694ccde46,oil_change,completed,2025-06-25,2025-06-26,407867,497.57,Replaced worn components. Truck returned to service.
5950c47e-810d-4a19-892a-c08a37824d0b,7c22f31f-7458-4c65-b5cd-665df68f08f6,8f995c84-607c-4ae0-b0d4-c21ca07f273d,brake_inspection,completed,2025-10-14,2025-10-17,383668,1257.31,"Technician recommends follow-up in 10,000 miles."
bd1396d2-6f74-4cd1-b298-28d14dbf0870,d148c596-6441-47d8-9160-9e7c5c9f6749,8f995c84-607c-4ae0-b0d4-c21ca07f273d,dot_inspection,completed,2025-12-03,2025-12-03,346244,222.82,Replaced worn components. Truck returned to service.
c4f59545-1884-4f80-b60c-bfc34d56e741,66288719-2402-4530-a83b-048257073d03,e1bed69c-5f89-4d1a-ab5f-4f60665b74c2,dpf_cleaning,completed,2025-07-19,2025-07-20,347947,694.84,"Technician recommends follow-up in 10,000 miles."
8c399865-8f1a-4251-9131-a71bb79ae3e1,21a46452-3bc4-4d4a-8bab-f57edef90c07,e1bed69c-5f89-4d1a-ab5f-4f60665b74c2,oil_change,scheduled,2026-02-14,,167607,,
24e0668a-9236-498f-b819-f04b63144bed,de1c7432-0aad-47db-a9a4-57391fffc17e,bb0b1a88-e634-4f33-8169-e0e767fe3594,dpf_cleaning,completed,2025-02-28,2025-03-03,200155,1176.14,Minor issue found during inspection — addressed on site.
483ec84a-0364-4d78-b132-6ec44be7288f,5d412048-de3c-4dd0-9e6f-c93978350731,a7a73568-5e65-43e1-bf71-2c7cd8483d63,transmission_service,completed,2025-07-20,2025-07-22,516331,3613.79,All systems nominal. Passed inspection.
4c35fc75-c5ed-41bf-b783-08dd370f77ad,d148c596-6441-47d8-9160-9e7c5c9f6749,5d09a17e-b9a6-49b4-b030-c77c1619b8f6,dot_inspection,completed,2026-02-14,2026-02-14,350522,126.79,Routine service completed without issues.
b604a509-a4fb-44c4-8888-bef1c1ee885a,d6531bc4-18c1-4fa1-9cc0-b9af340f2e4e,5d9b2d6b-91f3-4b4a-945d-8da3910babf3,oil_change,completed,2025-04-04,2025-04-05,306745,555.39,All systems nominal. Passed inspection.
50684d15-7fd3-4be8-a23e-bb398047725a,a98ad92c-16b7-426c-86c6-bcc26f53dccb,e1bed69c-5f89-4d1a-ab5f-4f60665b74c2,dpf_cleaning,completed,2025-08-05,2025-08-06,305575,616.81,Minor issue found during inspection — addressed on site.
6f6cf58d-6cac-45f9-b4d1-1b839b5b10b7,a98ad92c-16b7-426c-86c6-bcc26f53dccb,8f995c84-607c-4ae0-b0d4-c21ca07f273d,brake_inspection,completed,2025-08-19,2025-08-21,341313,881.53,Replaced worn components. Truck returned to service.
b8a36d69-bd37-45a6-b991-fe80cec4d4db,08e4940d-19b7-41ce-8741-ba79b8b80108,8cffe9c5-f13e-4d3e-9794-e4b2f22e808f,transmission_service,completed,2025-12-01,2025-12-04,195053,3275.36,Parts on order — follow-up required.
b4ef6ace-8f52-4118-be5d-bcbeee7f7e4c,e56f4985-90f3-4999-bf5b-7158a39007f5,8f995c84-607c-4ae0-b0d4-c21ca07f273d,oil_change,completed,2025-10-17,2025-10-18,249016,413.08,Replaced worn components. Truck returned to service.
2078e72b-2d16-41bf-af0e-3cd208c078a7,1390accb-1574-47c0-96d7-32a6ae0ad0ef,5d9b2d6b-91f3-4b4a-945d-8da3910babf3,tire_replacement,completed,2026-02-04,2026-02-07,520060,3532.42,All systems nominal. Passed inspection.
1f2a9f7c-2b5b-4ee1-85b9-db5b484120bb,779a60b6-d302-4947-9c74-f452ce157f2b,5d9b2d6b-91f3-4b4a-945d-8da3910babf3,transmission_service,completed,2025-07-07,2025-07-07,457026,3297.45,All systems nominal. Passed inspection.
6ca620cb-cbda-4b6a-90db-029f9571b577,fca99769-92fa-41eb-854f-40816e798d6c,a7a73568-5e65-43e1-bf71-2c7cd8483d63,oil_change,completed,2026-01-12,2026-01-13,350610,749.92,Routine service completed without issues.
88799d73-d964-4848-9c33-5cc55d2d7f41,66288719-2402-4530-a83b-048257073d03,5d9b2d6b-91f3-4b4a-945d-8da3910babf3,brake_inspection,completed,2025-02-14,2025-02-14,345905,551.85,"Technician recommends follow-up in 10,000 miles."
b5c26690-b1cd-4010-bbdc-4114a0d5585c,357fa3ab-23b9-4097-b5fb-40c37fb1f35e,bb2ededc-f89e-45a9-b92d-fa760543d230,brake_inspection,completed,2025-12-30,2026-01-02,546042,1039.38,Replaced worn components. Truck returned to service.
6b4c9b7d-f3f5-405c-89d2-8095c7e15ff5,fca99769-92fa-41eb-854f-40816e798d6c,a5c4021b-5488-4368-9e13-974cfc4357b2,transmission_service,completed,2025-06-29,2025-06-30,348910,3947.5,Minor issue found during inspection — addressed on site.
6e799826-c394-4d5e-8f2c-2b27593090d7,9bb9d312-8be8-4108-9f87-55d941a7fb6f,e1bed69c-5f89-4d1a-ab5f-4f60665b74c2,brake_inspection,scheduled,2025-09-21,,511984,,
c89c686f-b7ae-4e99-932b-ada028522cfa,4b485e50-0989-4f40-903b-9be52f9b2d95,a7a73568-5e65-43e1-bf71-2c7cd8483d63,oil_change,scheduled,2025-05-22,,308928,,
93f9dfde-8dee-4aab-8ef2-b9cee6fc1454,a98ad92c-16b7-426c-86c6-bcc26f53dccb,bb0b1a88-e634-4f33-8169-e0e767fe3594,tire_replacement,completed,2025-12-31,2026-01-01,292038,4530.67,Parts on order — follow-up required.
fe2b27cf-6fdb-4322-88eb-79bfbe097f1d,e56f4985-90f3-4999-bf5b-7158a39007f5,8f995c84-607c-4ae0-b0d4-c21ca07f273d,transmission_service,completed,2025-11-20,2025-11-23,243571,2629.98,"Technician recommends follow-up in 10,000 miles."
e8423975-efdd-493b-b01f-46cf32150029,91be008e-d3eb-4fff-8557-128a692a9314,932b0a9f-c131-45a8-834f-082694ccde46,dpf_cleaning,completed,2025-09-21,2025-09-23,566756,1165.18,Minor issue found during inspection — addressed on site.
6e28931d-c098-4b5d-9d05-92618e3fe80b,357fa3ab-23b9-4097-b5fb-40c37fb1f35e,a5c4021b-5488-4368-9e13-974cfc4357b2,dot_inspection,completed,2025-02-17,2025-02-20,515315,232.83,Minor issue found during inspection — addressed on site.
213bf966-3b06-4c0b-9dec-5c4b5a26af27,21a46452-3bc4-4d4a-8bab-f57edef90c07,8cffe9c5-f13e-4d3e-9794-e4b2f22e808f,dpf_cleaning,scheduled,2025-04-22,,159158,,
6bc95693-c87e-4911-9873-62a96b055f74,c3e2cded-e259-4a53-aef0-e27388a555e4,a7a0e58a-7589-417e-ad15-3e0f6ee4211a,brake_inspection,completed,2025-06-22,2025-06-23,44671,1322.91,Minor issue found during inspection — addressed on site.
b61405d6-50e0-4710-a69c-658d53db8c51,778af6f4-48f8-44e5-8792-96dddb69d150,a5c4021b-5488-4368-9e13-974cfc4357b2,oil_change,completed,2025-02-20,2025-02-23,392945,449.69,Replaced worn components. Truck returned to service.
76f3637a-35e3-42a5-89b0-8f95f728bbe9,66288719-2402-4530-a83b-048257073d03,24dd1bd1-f1fc-4307-a497-01a617600cb1,oil_change,completed,2025-08-08,2025-08-09,318835,520.75,Minor issue found during inspection — addressed on site.
036236da-6903-4800-8f1d-5ae1b22f79c6,e3856ee0-7d9f-42f6-bcc8-07541faada11,5d09a17e-b9a6-49b4-b030-c77c1619b8f6,brake_inspection,completed,2025-05-09,2025-05-10,166421,775.61,Minor issue found during inspection — addressed on site.
116d80be-f37a-4bc8-9839-ae88353e88ba,0112d5b7-0e91-4ac5-bbfe-224af3f59bda,bb2ededc-f89e-45a9-b92d-fa760543d230,tire_replacement,completed,2025-08-08,2025-08-08,342730,2640.26,Routine service completed without issues.
b3c72011-709c-4414-ba9f-cb8c84a5eaa7,a98ad92c-16b7-426c-86c6-bcc26f53dccb,e1bed69c-5f89-4d1a-ab5f-4f60665b74c2,tire_replacement,completed,2025-09-23,2025-09-23,341413,4086.79,Routine service completed without issues.
ed0f2f3d-742e-442a-bacb-8fcde7666ccf,fe6cf675-e297-4987-9dbc-7d28b2024d36,bb2ededc-f89e-45a9-b92d-fa760543d230,tire_replacement,completed,2025-09-02,2025-09-05,604684,4192.29,Routine service completed without issues.
75290ab3-9775-4a37-8240-115543d5c6d0,541bc8d7-d264-464b-9347-d2f54de442eb,a7a0e58a-7589-417e-ad15-3e0f6ee4211a,brake_inspection,completed,2025-06-03,2025-06-04,164836,1491.53,Replaced worn components. Truck returned to service.
325d8a56-784e-430d-9907-77d4837eb225,21a46452-3bc4-4d4a-8bab-f57edef90c07,8cffe9c5-f13e-4d3e-9794-e4b2f22e808f,transmission_service,completed,2025-01-05,2025-01-06,162737,2377.97,Replaced worn components. Truck returned to service.
c7a92ae3-758c-4329-b5d3-4f65bf8a07fc,d31bc42e-b9a3-40ea-81f7-7b6b69dfde69,bb2ededc-f89e-45a9-b92d-fa760543d230,tire_replacement,completed,2025-07-30,2025-08-02,579188,2260.06,Routine service completed without issues.
f139de84-74aa-4cdd-982f-81a0f3dd25e2,a98ad92c-16b7-426c-86c6-bcc26f53dccb,932b0a9f-c131-45a8-834f-082694ccde46,transmission_service,completed,2026-01-09,2026-01-12,321330,3477.69,Replaced worn components. Truck returned to service.
a0bdb2ae-63d2-4d25-b0d6-f24c68561e3f,c3e2cded-e259-4a53-aef0-e27388a555e4,5d09a17e-b9a6-49b4-b030-c77c1619b8f6,oil_change,completed,2025-05-08,2025-05-10,36522,410.73,"Technician recommends follow-up in 10,000 miles."
5641bd37-91ad-47cc-ae7d-c0fec1065b9d,20ce6843-fa87-4433-bd5a-1c43a62d3130,bb0b1a88-e634-4f33-8169-e0e767fe3594,transmission_service,completed,2025-11-07,2025-11-10,601122,3115.42,Replaced worn components. Truck returned to service.
3733d649-190b-404f-ba90-f621537f6c7a,e56f4985-90f3-4999-bf5b-7158a39007f5,a7a73568-5e65-43e1-bf71-2c7cd8483d63,oil_change,completed,2025-05-04,2025-05-04,233537,755.49,Routine service completed without issues.
02d97381-1e43-4c3a-8325-215c8d74e3f2,f00ad0d6-028c-4b1b-ae9d-d73e8146f0d5,a7a0e58a-7589-417e-ad15-3e0f6ee4211a,tire_replacement,in_progress,2025-07-18,,495428,,
37bb1eaf-6aaf-40d0-b5a9-b6de688db06f,1390accb-1574-47c0-96d7-32a6ae0ad0ef,5d09a17e-b9a6-49b4-b030-c77c1619b8f6,tire_replacement,completed,2026-01-26,2026-01-26,554993,3762.09,Routine service completed without issues.
503b448d-7e06-4660-b62c-f0091827f0c3,abaabb37-be31-4582-b69b-6fec77b0fd3c,bb0b1a88-e634-4f33-8169-e0e767fe3594,oil_change,in_progress,2025-01-31,,465892,,
a244c796-b32b-4d5d-aa08-95b91b47f0d1,9bb9d312-8be8-4108-9f87-55d941a7fb6f,5d09a17e-b9a6-49b4-b030-c77c1619b8f6,dot_inspection,completed,2025-09-14,2025-09-17,474876,180.46,"Technician recommends follow-up in 10,000 miles."
67edabe2-8e15-4fd8-97ee-33ebd4b66202,1390accb-1574-47c0-96d7-32a6ae0ad0ef,8cffe9c5-f13e-4d3e-9794-e4b2f22e808f,transmission_service,completed,2025-03-20,2025-03-22,550908,2778.26,Replaced worn components. Truck returned to service.
b1d2a1e1-01b0-4e19-9eff-c2d274eefe4b,9b21ce71-dc8e-479e-be0e-03bc3d7f5b6e,8cffe9c5-f13e-4d3e-9794-e4b2f22e808f,brake_inspection,completed,2025-07-20,2025-07-20,536783,1138.41,"Technician recommends follow-up in 10,000 miles."
c6a291f0-b462-4622-9d67-9941f8d61103,d6531bc4-18c1-4fa1-9cc0-b9af340f2e4e,a5c4021b-5488-4368-9e13-974cfc4357b2,tire_replacement,scheduled,2025-02-14,,310510,,
d7fd4d26-1137-4687-9a73-4541dbe8a626,f274bfe0-0737-448d-b544-c8b2f894188a,e1bed69c-5f89-4d1a-ab5f-4f60665b74c2,oil_change,completed,2025-06-08,2025-06-09,507846,405.07,Replaced worn components. Truck returned to service.
75e7aaa1-614b-42e7-adb3-4f2a8116a2c6,3c2d9b4d-a5df-42b4-acab-2a2cbd5f05a6,a5c4021b-5488-4368-9e13-974cfc4357b2,tire_replacement,in_progress,2025-09-12,,550952,,
c3247bd8-9f60-4a75-8cf4-1bebe5222ad8,f00ad0d6-028c-4b1b-ae9d-d73e8146f0d5,8f995c84-607c-4ae0-b0d4-c21ca07f273d,dot_inspection,scheduled,2026-02-04,,517452,,
fa2e6394-a788-4631-a6cb-0474e23e1d11,569e5757-89f2-4e55-a4c4-f9bc4fce3bb2,a7a73568-5e65-43e1-bf71-2c7cd8483d63,brake_inspection,completed,2025-09-26,2025-09-26,494955,846.24,Minor issue found during inspection — addressed on site.
c78b26f0-d757-49d4-88cd-9a0b2d3e4468,9f68db68-9933-43bb-85ab-7c84122652be,24dd1bd1-f1fc-4307-a497-01a617600cb1,transmission_service,completed,2025-03-27,2025-03-29,473413,3735.67,"Technician recommends follow-up in 10,000 miles."
d2d7686a-dfe3-44b9-83f8-8c3afc0c4abe,0112d5b7-0e91-4ac5-bbfe-224af3f59bda,932b0a9f-c131-45a8-834f-082694ccde46,tire_replacement,completed,2026-01-15,2026-01-15,341996,2733.65,Parts on order — follow-up required.
bf4f8a91-c8b8-466a-a745-cbaaa66b12f6,f00ad0d6-028c-4b1b-ae9d-d73e8146f0d5,a7a73568-5e65-43e1-bf71-2c7cd8483d63,tire_replacement,scheduled,2025-04-02,,483143,,
4fae4557-57ee-47e1-b932-92edd5ee2c72,22c8c050-b5d1-4e65-8709-2569ce08b159,bb2ededc-f89e-45a9-b92d-fa760543d230,dot_inspection,completed,2025-08-03,2025-08-04,429116,283.17,Minor issue found during inspection — addressed on site.
79bd9897-f6d8-4d3b-8a9e-11ec49912643,c3e2cded-e259-4a53-aef0-e27388a555e4,932b0a9f-c131-45a8-834f-082694ccde46,transmission_service,completed,2025-07-10,2025-07-10,70020,2057.96,All systems nominal. Passed inspection.
5ca4aba4-7ca2-43c9-be1c-02a7e5d27a8c,0a7ce512-6fd2-4bd5-8397-69989264ef0d,a7a73568-5e65-43e1-bf71-2c7cd8483d63,oil_change,in_progress,2025-08-27,,473401,,
083409df-eed2-4c47-95cf-3870f2ace119,e3856ee0-7d9f-42f6-bcc8-07541faada11,8cffe9c5-f13e-4d3e-9794-e4b2f22e808f,dpf_cleaning,completed,2025-01-05,2025-01-07,132865,1049.16,"Technician recommends follow-up in 10,000 miles."
1e84101e-add1-4667-99b6-6a88b051a577,f274bfe0-0737-448d-b544-c8b2f894188a,bb0b1a88-e634-4f33-8169-e0e767fe3594,dpf_cleaning,completed,2025-07-08,2025-07-11,502866,1012.72,All systems nominal. Passed inspection.
2cb9d805-09f8-4a76-b41a-d20dbb271736,4b485e50-0989-4f40-903b-9be52f9b2d95,bb0b1a88-e634-4f33-8169-e0e767fe3594,tire_replacement,scheduled,2025-01-04,,339627,,
e2eec48f-96fa-4082-bbb0-a53f5dbca823,1390accb-1574-47c0-96d7-32a6ae0ad0ef,a7a0e58a-7589-417e-ad15-3e0f6ee4211a,dot_inspection,in_progress,2025-12-22,,555991,,
0adbc3e7-0f8e-4d9d-9bf2-492d9edec3f0,4b485e50-0989-4f40-903b-9be52f9b2d95,5d09a17e-b9a6-49b4-b030-c77c1619b8f6,dpf_cleaning,completed,2026-01-13,2026-01-13,341449,870.87,Replaced worn components. Truck returned to service.
f5dfe914-c016-40bb-99aa-2fbeef04d6c8,c3c447c1-0a62-4f2c-ae63-9e0668439099,24dd1bd1-f1fc-4307-a497-01a617600cb1,oil_change,completed,2025-03-14,2025-03-14,404233,768.51,All systems nominal. Passed inspection.
44230edb-514b-4ce3-b694-e9052cab436b,c3c447c1-0a62-4f2c-ae63-9e0668439099,bb2ededc-f89e-45a9-b92d-fa760543d230,brake_inspection,scheduled,2025-08-23,,369049,,
40d7432d-40bb-4d36-8b04-ced485fbee79,541bc8d7-d264-464b-9347-d2f54de442eb,8cffe9c5-f13e-4d3e-9794-e4b2f22e808f,tire_replacement,completed,2025-11-23,2025-11-23,168092,3703.46,Parts on order — follow-up required.
d373aceb-9376-48fe-8ef2-02e66ace31cc,416a4cea-e835-4673-890f-a592b94f5b87,8f995c84-607c-4ae0-b0d4-c21ca07f273d,tire_replacement,completed,2025-05-30,2025-06-01,398773,4102.18,"Technician recommends follow-up in 10,000 miles."
63c62194-0528-49dc-8631-ee6c92a261e5,de1c7432-0aad-47db-a9a4-57391fffc17e,a7a0e58a-7589-417e-ad15-3e0f6ee4211a,dpf_cleaning,completed,2025-05-20,2025-05-21,225819,1045.96,All systems nominal. Passed inspection.
13c3db8e-a8ed-407e-b9aa-b6b36eb9713d,541bc8d7-d264-464b-9347-d2f54de442eb,8f995c84-607c-4ae0-b0d4-c21ca07f273d,oil_change,completed,2025-03-26,2025-03-28,180241,448.29,Minor issue found during inspection — addressed on site.
6f7639f6-fb4a-4c8c-99ec-266eaabdbf01,91be008e-d3eb-4fff-8557-128a692a9314,bb0b1a88-e634-4f33-8169-e0e767fe3594,dpf_cleaning,completed,2025-06-07,2025-06-07,590629,610.33,"Technician recommends follow-up in 10,000 miles."
41d29b13-b685-4d07-9af7-fbb4d3b4b787,20ce6843-fa87-4433-bd5a-1c43a62d3130,bb2ededc-f89e-45a9-b92d-fa760543d230,dot_inspection,completed,2025-11-05,2025-11-07,610770,118.24,Replaced worn components. Truck returned to service.
161aafc5-dbec-499f-92a6-523cb380c9e2,afcf1250-4acd-40dd-be2d-27632ea813e6,a7a73568-5e65-43e1-bf71-2c7cd8483d63,transmission_service,completed,2025-01-26,2025-01-28,470247,1577.71,Parts on order — follow-up required.
0a73b12f-d609-4eb5-aefd-9e88cec64360,66288719-2402-4530-a83b-048257073d03,8cffe9c5-f13e-4d3e-9794-e4b2f22e808f,dot_inspection,completed,2025-10-09,2025-10-12,354755,260.78,Replaced worn components. Truck returned to service.
9c5d1f37-216e-4eb7-a031-9a0195f2ba78,779a60b6-d302-4947-9c74-f452ce157f2b,a5c4021b-5488-4368-9e13-974cfc4357b2,oil_change,scheduled,2026-02-04,,493849,,
b556b55e-504b-4867-b845-9c9f73b36991,33d10abd-1c6c-4205-b95a-16b863b05407,a7a0e58a-7589-417e-ad15-3e0f6ee4211a,dot_inspection,scheduled,2025-11-19,,74374,,
bc01ea5a-7f04-4bf8-9eff-95b6f4d44664,357fa3ab-23b9-4097-b5fb-40c37fb1f35e,5d9b2d6b-91f3-4b4a-945d-8da3910babf3,oil_change,scheduled,2025-01-12,,514584,,
ef859147-ed0f-48d3-b401-be743bb9154d,66288719-2402-4530-a83b-048257073d03,8f995c84-607c-4ae0-b0d4-c21ca07f273d,oil_change,completed,2025-06-19,2025-06-22,358115,467.2,All systems nominal. Passed inspection.
03df23b6-5e42-4f2c-8b9b-e1f9f72f00bd,fe6cf675-e297-4987-9dbc-7d28b2024d36,bb2ededc-f89e-45a9-b92d-fa760543d230,dpf_cleaning,completed,2025-09-12,2025-09-15,599213,747.76,Replaced worn components. Truck returned to service.
25ea488b-4bbb-431b-b0e1-9d8705270bdb,c3e2cded-e259-4a53-aef0-e27388a555e4,5d9b2d6b-91f3-4b4a-945d-8da3910babf3,dpf_cleaning,completed,2025-03-18,2025-03-19,39353,706.57,Parts on order — follow-up required.
8bbadb75-cbd5-47c9-b84b-2e6474bbdcd4,7c22f31f-7458-4c65-b5cd-665df68f08f6,24dd1bd1-f1fc-4307-a497-01a617600cb1,oil_change,completed,2025-02-14,2025-02-15,371388,479.78,All systems nominal. Passed inspection.
