trip_id,trip_number,driver_id,truck_id,trailer_id,load_id,route_id,status,scheduled_departure,scheduled_arrival,actual_departure,actual_arrival,current_latitude,current_longitude,odometer_start,odometer_end
ffab0183-0fa5-47cc-9ffa-d42f409c7b0b,TRP-70011,b4867634-a7b6-4a7f-98b2-727600882427,a14ca3c2-680e-4772-9db2-db22a0d124cf,3ab6e005-7892-41f0-a940-76e4185ffb32,62a2acee-d262-4da6-90bf-f73d8c66ea0e,b9b0030e-b8c1-46cc-91fd-6be460a3e0dc,in_progress,2026-02-14T17:00:00Z,2026-02-15T10:30:00Z,2026-02-14T17:21:00Z,,39.3911,-104.5806,87817,
4dc67aab-2904-4cc7-9df8-b73e7345bc05,TRP-70012,3c590c83-bca5-46f4-a42d-930866250f50,357fa3ab-23b9-4097-b5fb-40c37fb1f35e,ac48b1a9-aed4-4b8a-a9a5-5f8d6ba64e2d,a340d97e-ecdf-41b9-8907-891c14daa2bb,212e00f3-235a-4827-8aa0-8b910f2c45dc,in_progress,2026-02-15T09:00:00Z,2026-02-16T09:24:00Z,2026-02-15T08:56:00Z,,32.8593,-98.6753,556708,
8ed4f91f-4bba-4009-884f-31086f5dba61,TRP-70013,4e71986b-021d-433f-a80d-b269b87cb2e6,5f197828-5079-4078-96fe-7b353f1a439f,ba95e4cb-0c30-4c90-bba4-95c264ac62ac,06233a55-1230-43b7-95a4-ea96e9359f5f,df53106c-2681-4bad-a958-d8ea6ccde2d8,in_progress,2026-02-15T10:00:00Z,2026-02-15T20:48:00Z,2026-02-15T09:58:00Z,,41.3636,-88.9166,263350,
eb859f1f-8da4-4c30-b046-c348be6b235c,TRP-70014,5411c1d5-cdbe-4b92-ad14-57fee91e74b1,7149287a-e166-429a-94b2-8128e5ea5066,a2cbd19a-d56a-43b9-b182-477a99f102a3,1684a9d9-bd3f-4c41-893d-aca03d777da4,a6708185-c54d-4d29-be87-27e10c5f4196,in_progress,2026-02-15T06:00:00Z,2026-02-16T06:42:00Z,2026-02-15T06:30:00Z,,37.2616,-119.2455,448647,
e58680e2-d5ed-4b9d-9575-7aa78d1a2eac,TRP-70015,61b94e23-fe94-4252-9d9b-6da83bf3fdcb,5d412048-de3c-4dd0-9e6f-c93978350731,31b9e0a8-779e-4ce5-9fb7-be7631d615aa,06cfa9b3-7ac4-4e45-87f9-f2d33033b8f8,ca08107d-c15d-490d-895f-81a4fec606d9,in_progress,2026-02-15T08:00:00Z,2026-02-15T17:42:00Z,2026-02-15T08:04:00Z,,33.6522,-114.6229,539265,
2e4ea0bb-8578-42f7-8ad5-ec436ca98193,TRP-70016,8af94e29-7920-4e66-979d-842bbd321630,abaabb37-be31-4582-b69b-6fec77b0fd3c,2cc77dd6-5fa8-46ba-a0be-f53451632f93,fe5d1f9a-a507-48f1-84f5-16dd2dfc4e44,2e03c642-d9fc-45af-8f72-a4acb1d9ff7f,in_progress,2026-02-14T16:00:00Z,2026-02-15T01:42:00Z,2026-02-14T16:00:00Z,,35.347,-90.2755,498753,
0030ffe1-5900-4abd-a708-f9de6b6a307f,TRP-70017,72ef26e5-8a71-4027-8369-ecdcc28b4c01,fe6cf675-e297-4987-9dbc-7d28b2024d36,0f0470ac-0931-4645-ab4d-339ab712d449,60a62b07-52c2-4a19-8e87-5cc1289760d8,7cae2e65-7839-4609-9b8e-2b81eb385047,in_progress,2026-02-14T22:00:00Z,2026-02-15T10:30:00Z,2026-02-14T22:28:00Z,,33.0928,-96.6861,610212,
614e84e7-e8c8-441b-9625-3fb1c0442a52,TRP-70018,ea3f5142-a833-4cdd-a859-b740abc1ca4a,22c8c050-b5d1-4e65-8709-2569ce08b159,22cfd206-3296-4107-b4dc-ff4c9604f8f4,a295418f-39e8-4402-a2e6-35fa9535b664,09b33381-c01d-415a-b9dd-cdad21ff9510,in_progress,2026-02-15T00:00:00Z,2026-02-15T15:18:00Z,2026-02-15T00:09:00Z,,35.5023,-85.0872,456274,
5f44fb2b-8941-4277-a261-7ca47ba6594d,TRP-70019,1f75bbd7-85fa-48b0-908f-aa17bd8f7f89,33d10abd-1c6c-4205-b95a-16b863b05407,428948ef-a256-48ab-9f24-306b0ba59aac,4824950a-f19a-437d-9486-4e984c91ba90,9aee31e8-71d5-4d98-82a4-c01f70015aba,in_progress,2026-02-15T08:00:00Z,2026-02-15T13:12:00Z,2026-02-15T08:17:00Z,,35.9289,-87.5356,112310,
19c65082-5c66-4c95-940e-c73bdbeb05a7,TRP-70020,38ec0472-f3c6-4166-a245-c09c228fd65b,c3e2cded-e259-4a53-aef0-e27388a555e4,7ed4d8c5-eb65-45d4-b521-78ae5b6c0a0d,b4381c79-785c-45f9-a277-6309e2f740eb,09b33381-c01d-415a-b9dd-cdad21ff9510,in_progress,2026-02-15T09:00:00Z,2026-02-16T00:18:00Z,2026-02-15T08:51:00Z,,40.2842,-86.9942,81500,
2ef28fd7-af6e-4cd7-afc5-3c5db3f3ec24,TRP-70021,4c1835eb-d12e-425f-a9b1-cb6a2091152b,f00ad0d6-028c-4b1b-ae9d-d73e8146f0d5,bd119501-0183-4af9-b3d2-da8bf44ebba1,2a4fb6be-484d-4a68-872c-539408edefb7,24570f2a-b3a4-431a-a058-96dbbfc59505,in_progress,2026-02-15T03:00:00Z,2026-02-15T20:54:00Z,2026-02-15T02:49:00Z,,36.4393,-89.5118,519151,
f526c9aa-437f-432c-94a4-f637b82d48bf,TRP-70022,98e29d5f-9b28-4fcc-897c-1d0ea4bb804d,4b485e50-0989-4f40-903b-9be52f9b2d95,3f5b7f5f-61bb-470e-b901-a32fd4c9e9f3,d1b0e302-e9b1-40ae-bb38-f8f8f507b608,038335c9-5c44-4ac9-8055-a3ca7f1ef96a,in_progress,2026-02-14T22:00:00Z,2026-02-15T16:30:00Z,2026-02-14T22:05:00Z,,41.6002,-84.3564,354831,
38bcc74b-c8f5-4450-8b2c-148398833dd6,TRP-70023,35a517a8-748c-4694-984d-a35060989298,08e4940d-19b7-41ce-8741-ba79b8b80108,7a086999-cbe8-4d28-a491-2a637843257e,908a5361-7f0a-4c08-9fbc-c26cbd4465e4,4e3253f8-f21b-465a-8a91-83d69959b3f2,in_progress,2026-02-15T02:00:00Z,2026-02-15T06:24:00Z,2026-02-15T02:13:00Z,,41.7726,-87.5562,221990,
7568e6de-d656-4eba-bb96-b9f4304911e9,TRP-70024,ea3acf71-4afa-4c26-a6cf-322f048b37d3,f274bfe0-0737-448d-b544-c8b2f894188a,2e263988-b1af-40af-8b43-9b69fa5a0700,9e06c218-4861-40ba-bbe0-eb76cbbe4ce9,43dac69a-2b56-4950-b92c-547be23a37b6,in_progress,2026-02-15T03:00:00Z,2026-02-15T22:48:00Z,2026-02-15T03:07:00Z,,43.8723,-116.637,515340,
52eef99d-2651-4fb4-a54e-74d494a58a26,TRP-70025,6dd65793-90ef-4a17-bd87-cd676ae0c4a2,d6531bc4-18c1-4fa1-9cc0-b9af340f2e4e,541fe953-ffdd-4d19-9b29-eacb68a0f3c3,8b83b651-7735-4c0b-86f0-3dcae9ec400c,b1b98579-601d-48fe-8831-dfd154a1e6d7,in_progress,2026-02-14T22:00:00Z,2026-02-15T21:30:00Z,2026-02-14T22:12:00Z,,34.5379,-78.6305,340077,
16284f8f-d35f-45e9-9fc7-10e2e9090bee,TRP-70026,0b873fa3-f3da-4ed9-b932-f8a118d6b53b,66288719-2402-4530-a83b-048257073d03,66e8e18b-b668-4afa-9c12-6740be236884,595d80d0-8477-43bb-9ccf-5163365f1b4a,1631c805-2f73-496d-b33c-372ee9969f10,in_progress,2026-02-14T16:00:00Z,2026-02-15T07:48:00Z,2026-02-14T16:27:00Z,,39.1317,-95.0992,361189,
820662f0-3617-4925-90ec-aab5598effc2,TRP-70027,7c6f6c83-fd1b-4d1f-99bb-9977cf2376db,569e5757-89f2-4e55-a4c4-f9bc4fce3bb2,824f3868-d04f-4eb4-a79d-316b38897ee3,fa6c26a0-8424-49b3-b3b4-b38be6600aad,133aa94b-8542-45db-a00b-f23088e9e8d1,in_progress,2026-02-15T08:00:00Z,2026-02-16T00:12:00Z,2026-02-15T08:24:00Z,,35.626,-116.6837,527269,
28941ae3-0a27-4d84-940d-39faa9a756b9,TRP-70028,a10d95ba-7644-4442-b83c-96fe8296202b,de1c7432-0aad-47db-a9a4-57391fffc17e,8bfefbd6-adf1-4143-bea2-a0beafffcd60,ec12d824-7bd4-47a8-8e0f-6fffaef10b4b,4246e3c4-4be7-4e78-8289-b50e095f2ef9,in_progress,2026-02-15T03:00:00Z,2026-02-15T14:24:00Z,2026-02-15T03:30:00Z,,33.2762,-95.3764,234652,
2529e88f-ace6-417b-aa13-68a4d8548f96,TRP-70029,33d791cc-28f5-45be-adb7-180e5dcf5e17,20ce6843-fa87-4433-bd5a-1c43a62d3130,4308c97d-5b89-4153-9c48-b057b2b86240,9bf46415-a86e-4457-8067-81e525380033,eaf0af8f-ba8a-40ce-a479-3c56afc2da5a,scheduled,2026-02-15T19:00:00Z,2026-02-16T22:24:00Z,,,,,,
58b6aaba-68ee-4e2e-81ca-5967459c9e9a,TRP-70030,dcbe0531-551b-41b1-91fc-a4d6fb312c99,772fdfb1-3333-4e91-bfe0-4698849d0d43,428948ef-a256-48ab-9f24-306b0ba59aac,21ad6688-9dd9-4089-88d8-7edd9efbe9e6,4e3253f8-f21b-465a-8a91-83d69959b3f2,scheduled,2026-02-16T07:00:00Z,2026-02-16T11:24:00Z,,,,,,
